,Name,Season,Matches,W,D,L,Goals,Points,PPM
5532,Jörg Berger,2008/09,1,0,1,0,2:2,1,1.00
5533,Lorenz-Günther Köstner,1993/94,23,5,7,11,20:35,22,0.96
5534,Lorenz-Günther Köstner,1994/95,34,24,6,4,81:32,78,2.29
5535,Lorenz-Günther Köstner,1995/96,37,16,10,11,59:43,58,1.57
5536,Lorenz-Günther Köstner,1996/97,37,13,16,8,39:30,55,1.49
5537,Lorenz-Günther Köstner,1997/98,35,11,8,16,50:55,41,1.17
5538,Lorenz-Günther Köstner,1998/99,36,20,6,10,48:34,66,1.83
5539,Lorenz-Günther Köstner,1999/00,35,12,8,15,40:43,44,1.26
5540,Lorenz-Günther Köstner,2000/01,36,9,11,16,41:61,38,1.06
5541,Lorenz-Günther Köstner,2001/02,6,2,1,3,10:9,7,1.17
5542,Lorenz-Günther Köstner,2002/03,27,9,9,9,32:36,36,1.33
5543,Lorenz-Günther Köstner,2003/04,36,12,10,14,43:52,46,1.28
5544,Lorenz-Günther Köstner,2004/05,20,6,5,9,25:35,23,1.15
5545,Lorenz-Günther Köstner,2005/06,14,6,2,6,18:18,20,1.43
5546,Lorenz-Günther Köstner,2006/07,22,6,8,8,22:24,26,1.18
5547,Lorenz-Günther Köstner,2008/09,17,8,4,5,31:20,28,1.65
5548,Lorenz-Günther Köstner,2009/10,42,22,10,10,75:36,76,1.81
5549,Lorenz-Günther Köstner,2010/11,34,23,6,5,59:28,75,2.21
5550,Lorenz-Günther Köstner,2011/12,34,14,9,11,52:41,51,1.50
5551,Lorenz-Günther Köstner,2012/13,35,19,8,8,58:31,65,1.86
5552,Lorenz-Günther Köstner,2013/14,9,1,6,2,6:9,9,1.00
5553,Heiko Herrlich,2005/06,26,14,4,8,50:38,46,1.77
5554,Heiko Herrlich,2006/07,33,21,5,7,69:42,68,2.06
5555,Heiko Herrlich,2007/08,2,1,0,1,3:3,3,1.50
5556,Heiko Herrlich,2008/09,12,8,0,4,31:8,24,2.00
5557,Heiko Herrlich,2009/10,27,8,8,11,34:40,32,1.19
5558,Heiko Herrlich,2011/12,40,13,8,19,67:65,47,1.18
5559,Heiko Herrlich,2012/13,1,1,0,0,2:1,3,3.00
5560,Heiko Herrlich,2013/14,26,12,6,8,54:45,42,1.62
5561,Heiko Herrlich,2014/15,26,12,9,5,58:42,45,1.73
5562,Heiko Herrlich,2015/16,17,9,3,5,26:16,30,1.76
5563,Heiko Herrlich,2016/17,43,20,10,13,78:63,70,1.63
5564,Heiko Herrlich,2017/18,39,19,10,10,72:53,67,1.72
5565,Heiko Herrlich,2018/19,25,13,4,8,48:38,43,1.72
5566,Heiko Herrlich,2019/20,9,2,3,4,9:11,9,1.00
5567,Heiko Herrlich,2020/21,33,10,6,17,38:50,36,1.09
5568,Peter Stöger,2004/05,8,5,3,0,19:5,18,2.25
5569,Peter Stöger,2005/06,24,13,5,6,31:20,44,1.83
5570,Peter Stöger,2007/08,19,10,1,8,27:21,31,1.63
5571,Peter Stöger,2008/09,30,18,9,3,60:27,63,2.10
5572,Peter Stöger,2009/10,30,10,3,17,38:48,33,1.10
5573,Peter Stöger,2010/11,15,9,5,1,28:12,32,2.13
5574,Peter Stöger,2011/12,37,6,15,16,26:52,33,0.89
5575,Peter Stöger,2012/13,42,30,7,5,99:37,97,2.31
5576,Peter Stöger,2013/14,37,21,11,5,57:22,74,2.00
5577,Peter Stöger,2014/15,37,11,13,13,43:43,46,1.24
5578,Peter Stöger,2015/16,36,11,13,12,42:43,46,1.28
5579,Peter Stöger,2016/17,37,14,13,10,60:45,55,1.49
5580,Peter Stöger,2017/18,45,14,11,20,56:66,53,1.18
5581,Peter Stöger,2020/21,39,17,9,13,68:50,60,1.54
5582,Peter Stöger,2021/22,31,18,2,11,69:33,56,1.81
5583,Viktor Skrypnyk,2008/09,26,18,0,8,86:53,54,2.08
5584,Viktor Skrypnyk,2009/10,26,13,8,5,62:39,47,1.81
5585,Viktor Skrypnyk,2010/11,28,20,2,6,84:33,62,2.21
5586,Viktor Skrypnyk,2011/12,26,15,3,8,66:37,48,1.85
5587,Viktor Skrypnyk,2012/13,28,17,4,7,60:41,55,1.96
5588,Viktor Skrypnyk,2013/14,34,23,4,7,72:42,73,2.15
5589,Viktor Skrypnyk,2014/15,40,20,9,11,81:61,69,1.73
5590,Viktor Skrypnyk,2015/16,39,14,8,17,60:71,50,1.28
5591,Viktor Skrypnyk,2016/17,4,0,0,4,3:14,0,0.00
5592,Viktor Skrypnyk,2017/18,18,15,3,0,38:13,48,2.67
5593,Viktor Skrypnyk,2018/19,2,0,0,2,4:6,0,0.00
5594,Viktor Skrypnyk,2019/20,39,20,9,10,64:42,69,1.77
5595,Viktor Skrypnyk,2020/21,36,20,5,11,58:39,65,1.81
5596,Viktor Skrypnyk,2021/22,27,14,4,9,46:36,46,1.70
5597,Viktor Skrypnyk,2022/23,32,14,6,12,41:41,48,1.50
5598,Viktor Skrypnyk,2023/24,34,10,10,14,42:58,40,1.18
5599,Hans Meyer,1992/93,51,23,12,16,72:60,81,1.59
5600,Hans Meyer,1993/94,28,8,12,8,36:31,36,1.29
5601,Hans Meyer,1994/95,22,9,6,7,41:25,33,1.50
5602,Hans Meyer,1995/96,27,16,3,8,43:35,51,1.89
5603,Hans Meyer,1996/97,39,23,6,10,74:38,75,1.92
5604,Hans Meyer,1997/98,45,15,12,18,52:55,57,1.27
5605,Hans Meyer,1998/99,43,17,15,11,71:61,66,1.53
5606,Hans Meyer,1999/00,36,17,13,6,79:40,64,1.78
5607,Hans Meyer,2000/01,39,21,11,7,75:39,74,1.90
5608,Hans Meyer,2001/02,36,10,12,14,48:59,42,1.17
5609,Hans Meyer,2002/03,25,7,5,13,25:37,26,1.04
5610,Hans Meyer,2003/04,17,7,5,5,27:26,26,1.53
5611,Hans Meyer,2005/06,23,11,5,7,40:31,38,1.65
5612,Hans Meyer,2006/07,40,17,15,8,59:38,66,1.65
5613,Hans Meyer,2007/08,28,7,7,14,45:50,28,1.00
5614,Hans Meyer,2008/09,26,7,6,13,31:45,27,1.04
5615,Martin Schmidt,2010/11,34,11,8,15,48:51,41,1.21
5616,Martin Schmidt,2011/12,36,12,7,17,49:47,43,1.19
5617,Martin Schmidt,2012/13,36,13,10,13,55:56,49,1.36
5618,Martin Schmidt,2013/14,36,22,7,7,68:35,73,2.03
5619,Martin Schmidt,2014/15,37,10,10,17,44:54,40,1.08
5620,Martin Schmidt,2015/16,36,15,8,13,50:44,53,1.47
5621,Martin Schmidt,2016/17,42,13,10,19,60:72,49,1.17
5622,Martin Schmidt,2017/18,22,5,11,6,27:26,26,1.18
5623,Martin Schmidt,2018/19,6,2,1,3,14:17,7,1.17
5624,Martin Schmidt,2019/20,26,7,6,13,37:54,27,1.04
5625,Ewald Lienen,1992/93,1,1,0,0,2:1,3,3.00
5626,Ewald Lienen,1993/94,38,17,8,13,52:57,59,1.55
5627,Ewald Lienen,1994/95,17,2,2,13,13:37,8,0.47
5628,Ewald Lienen,1997/98,35,14,9,12,54:48,51,1.46
5629,Ewald Lienen,1998/99,24,4,9,11,32:45,21,0.88
5630,Ewald Lienen,1999/00,37,21,8,8,77:45,71,1.92
5631,Ewald Lienen,2000/01,35,12,10,13,61:57,46,1.31
5632,Ewald Lienen,2001/02,22,6,5,11,24:38,23,1.05
5633,Ewald Lienen,2002/03,31,8,17,6,37:33,41,1.32
5634,Ewald Lienen,2003/04,18,5,5,8,17:22,20,1.11
5635,Ewald Lienen,2004/05,38,16,6,16,46:45,54,1.42
5636,Ewald Lienen,2005/06,14,4,6,4,22:20,18,1.29
5637,Ewald Lienen,2006/07,32,13,9,10,35:33,48,1.50
5638,Ewald Lienen,2007/08,44,17,9,18,55:68,60,1.36
5639,Ewald Lienen,2008/09,16,5,3,8,19:19,18,1.13
5640,Ewald Lienen,2009/10,37,16,6,15,50:51,54,1.46
5641,Ewald Lienen,2010/11,27,6,7,14,33:46,25,0.93
5642,Ewald Lienen,2012/13,24,8,5,11,18:26,29,1.21
5643,Ewald Lienen,2013/14,22,8,3,11,29:29,27,1.23
5644,Ewald Lienen,2014/15,17,7,3,7,22:15,24,1.41
5645,Ewald Lienen,2015/16,35,15,8,12,46:43,53,1.51
5646,Ewald Lienen,2016/17,36,13,9,14,42:37,48,1.33
5647,Florian Kohfeldt,2016/17,28,9,9,10,23:28,36,1.29
5648,Florian Kohfeldt,2017/18,40,14,12,14,52:54,54,1.35
5649,Florian Kohfeldt,2018/19,39,18,11,10,80:59,65,1.67
5650,Florian Kohfeldt,2019/20,40,11,9,20,57:77,42,1.05
5651,Florian Kohfeldt,2020/21,38,11,10,17,43:55,43,1.13
5652,Florian Kohfeldt,2021/22,28,9,5,14,37:48,32,1.14
5653,Florian Kohfeldt,2023/24,31,7,3,21,24:60,24,0.77
5654,Peter Neururer,1992/93,26,2,9,15,25:58,15,0.58
5655,Peter Neururer,1994/95,20,7,7,6,34:25,28,1.40
5656,Peter Neururer,1995/96,9,5,1,3,12:8,16,1.78
5657,Peter Neururer,1996/97,36,14,5,17,66:66,47,1.31
5658,Peter Neururer,1997/98,15,6,2,7,23:25,20,1.33
5659,Peter Neururer,1998/99,8,2,1,5,8:19,7,0.88
5660,Peter Neururer,1999/00,25,8,8,9,30:43,32,1.28
5661,Peter Neururer,2000/01,31,16,9,6,56:37,57,1.84
5662,Peter Neururer,2001/02,35,19,4,12,80:76,61,1.74
5663,Peter Neururer,2002/03,38,15,9,14,64:62,54,1.42
5664,Peter Neururer,2003/04,36,15,11,10,59:43,56,1.56
5665,Peter Neururer,2004/05,39,10,10,19,53:76,40,1.03
5666,Peter Neururer,2005/06,23,5,11,7,28:32,26,1.13
5667,Peter Neururer,2006/07,3,0,0,3,2:11,0,0.00
5668,Peter Neururer,2008/09,21,10,9,2,36:18,39,1.86
5669,Peter Neururer,2009/10,13,6,2,5,20:24,20,1.54
5670,Peter Neururer,2012/13,6,4,0,2,10:5,12,2.00
5671,Peter Neururer,2013/14,36,12,7,17,33:46,43,1.19
5672,Peter Neururer,2014/15,18,5,8,5,30:29,23,1.28
5673,Tayfun Korkut,2009/10,12,3,3,6,15:20,12,1.00
5674,Tayfun Korkut,2011/12,15,8,3,4,25:19,27,1.80
5675,Tayfun Korkut,2013/14,17,7,3,7,23:28,24,1.41
5676,Tayfun Korkut,2014/15,31,8,8,15,35:52,32,1.03
5677,Tayfun Korkut,2016/17,30,6,13,11,31:36,31,1.03
5678,Tayfun Korkut,2017/18,14,9,4,1,20:10,31,2.21
5679,Tayfun Korkut,2018/19,8,1,2,5,6:15,5,0.63
5680,Tayfun Korkut,2021/22,14,2,3,9,15:36,9,0.64
5681,Benno Möhlmann,1992/93,34,13,12,9,58:42,51,1.50
5682,Benno Möhlmann,1993/94,37,15,8,14,59:61,53,1.43
5683,Benno Möhlmann,1994/95,40,14,9,17,61:59,51,1.28
5684,Benno Möhlmann,1995/96,31,14,9,8,59:37,51,1.65
5685,Benno Möhlmann,1996/97,34,25,3,6,77:26,78,2.29
5686,Benno Möhlmann,1997/98,25,10,9,6,25:17,39,1.56
5687,Benno Möhlmann,1998/99,36,14,10,12,44:35,52,1.44
5688,Benno Möhlmann,1999/00,37,12,16,9,46:44,52,1.41
5689,Benno Möhlmann,2000/01,36,10,11,15,57:52,41,1.14
5690,Benno Möhlmann,2001/02,36,20,8,8,73:40,68,1.89
5691,Benno Möhlmann,2002/03,36,9,12,15,40:47,39,1.08
5692,Benno Möhlmann,2003/04,35,14,8,13,57:46,50,1.43
5693,Benno Möhlmann,2004/05,36,18,5,13,55:47,59,1.64
5694,Benno Möhlmann,2005/06,35,15,9,11,60:52,54,1.54
5695,Benno Möhlmann,2006/07,37,18,6,13,58:43,60,1.62
5696,Benno Möhlmann,2007/08,34,11,13,10,51:50,46,1.35
5697,Benno Möhlmann,2008/09,35,16,8,11,60:47,56,1.60
5698,Benno Möhlmann,2009/10,20,9,1,10,33:35,28,1.40
5699,Benno Möhlmann,2010/11,23,8,9,6,30:25,33,1.43
5700,Benno Möhlmann,2011/12,31,8,9,14,48:66,33,1.06
5701,Benno Möhlmann,2012/13,36,17,6,13,57:48,57,1.58
5702,Benno Möhlmann,2013/14,36,12,8,16,49:54,44,1.22
5703,Benno Möhlmann,2014/15,35,10,9,16,47:63,39,1.11
5704,Benno Möhlmann,2015/16,22,6,4,12,22:34,22,1.00
5705,Benno Möhlmann,2016/17,29,14,4,11,39:28,46,1.59
5706,Benno Möhlmann,2017/18,20,4,6,10,19:31,18,0.90
5707,Markus Weinzierl,2008/09,22,9,6,7,22:21,33,1.50
5708,Markus Weinzierl,2009/10,40,13,13,14,49:50,52,1.30
5709,Markus Weinzierl,2010/11,40,14,13,13,45:48,55,1.38
5710,Markus Weinzierl,2011/12,41,16,15,10,59:47,63,1.54
5711,Markus Weinzierl,2012/13,37,10,9,18,36:53,39,1.05
5712,Markus Weinzierl,2013/14,37,17,7,13,52:49,58,1.57
5713,Markus Weinzierl,2014/15,35,15,4,16,43:44,49,1.40
5714,Markus Weinzierl,2015/16,45,14,12,19,60:67,54,1.20
5715,Markus Weinzierl,2016/17,50,21,13,16,75:58,76,1.52
5716,Markus Weinzierl,2018/19,23,4,4,15,21:54,16,0.70
5717,Markus Weinzierl,2020/21,3,1,0,2,5:7,3,1.00
5718,Markus Weinzierl,2021/22,35,11,8,16,48:63,41,1.17
5719,Markus Weinzierl,2022/23,13,5,3,5,15:18,18,1.38
5720,Volker Finke,1992/93,47,27,11,9,104:61,92,1.96
5721,Volker Finke,1993/94,39,14,8,17,74:62,50,1.28
5722,Volker Finke,1994/95,35,20,6,9,67:47,66,1.89
5723,Volker Finke,1995/96,39,13,10,16,38:45,49,1.26
5724,Volker Finke,1996/97,38,11,5,22,51:73,38,1.00
5725,Volker Finke,1997/98,35,18,7,10,57:37,61,1.74
5726,Volker Finke,1998/99,36,11,9,16,38:46,42,1.17
5727,Volker Finke,1999/00,38,13,10,15,53:53,49,1.29
5728,Volker Finke,2000/01,38,18,10,10,62:42,64,1.68
5729,Volker Finke,2001/02,43,10,11,22,55:82,41,0.95
5730,Volker Finke,2002/03,37,22,7,8,64:35,73,1.97
5731,Volker Finke,2003/04,37,12,8,17,53:72,44,1.19
5732,Volker Finke,2004/05,38,6,9,23,43:87,27,0.71
5733,Volker Finke,2005/06,37,18,8,11,47:37,62,1.68
5734,Volker Finke,2006/07,36,18,9,9,59:42,63,1.75
5735,Volker Finke,2008/09,43,21,5,17,56:53,68,1.58
5736,Volker Finke,2009/10,44,19,8,17,65:49,65,1.48
5737,Volker Finke,2010/11,3,3,0,0,6:1,9,3.00
5738,Volker Finke,2011/12,5,3,2,0,8:1,11,2.20
5739,Volker Finke,2012/13,1,0,1,0,0:0,1,1.00
5740,Volker Finke,2013/14,8,2,1,5,8:18,7,0.88
5741,Volker Finke,2014/15,15,7,7,1,21:11,28,1.87
5742,Volker Finke,2015/16,3,2,0,1,2:3,6,2.00
5743,Robin Dutt,2000/01,34,11,8,15,48:64,41,1.21
5744,Robin Dutt,2001/02,34,8,9,17,38:59,33,0.97
5745,Robin Dutt,2002/03,34,14,7,13,37:41,49,1.44
5746,Robin Dutt,2003/04,35,16,7,12,54:39,55,1.57
5747,Robin Dutt,2004/05,34,12,11,11,48:43,47,1.38
5748,Robin Dutt,2005/06,35,12,12,11,47:44,48,1.37
5749,Robin Dutt,2006/07,36,15,9,12,55:46,54,1.50
5750,Robin Dutt,2007/08,36,16,10,10,53:48,58,1.61
5751,Robin Dutt,2008/09,37,23,5,9,66:40,74,2.00
5752,Robin Dutt,2009/10,36,10,8,18,37:60,38,1.06
5753,Robin Dutt,2010/11,36,14,5,17,43:52,47,1.31
5754,Robin Dutt,2011/12,37,14,8,15,52:60,50,1.35
5755,Robin Dutt,2013/14,35,10,9,16,43:69,39,1.11
5756,Robin Dutt,2014/15,10,1,4,5,13:25,7,0.70
5757,Robin Dutt,2017/18,12,6,4,2,17:13,22,1.83
5758,Robin Dutt,2018/19,35,11,11,13,49:51,44,1.26
5759,Robin Dutt,2019/20,5,1,2,2,10:12,5,1.00
5760,Robin Dutt,2021/22,37,18,5,14,71:65,59,1.59
5761,Robin Dutt,2022/23,28,11,3,14,53:50,36,1.29
5762,Pellegrino Matarazzo,2010/11,7,2,3,2,17:14,9,1.29
5763,Pellegrino Matarazzo,2012/13,22,13,4,5,32:18,43,1.95
5764,Pellegrino Matarazzo,2014/15,26,9,9,8,40:41,36,1.38
5765,Pellegrino Matarazzo,2015/16,26,9,8,9,39:36,35,1.35
5766,Pellegrino Matarazzo,2016/17,26,9,9,8,41:38,36,1.38
5767,Pellegrino Matarazzo,2017/18,16,10,2,4,41:18,32,2.00
5768,Pellegrino Matarazzo,2019/20,17,8,3,6,33:19,27,1.59
5769,Pellegrino Matarazzo,2020/21,37,14,9,14,59:57,51,1.38
5770,Pellegrino Matarazzo,2021/22,36,8,12,16,47:61,36,1.00
5771,Pellegrino Matarazzo,2022/23,25,6,7,12,30:35,25,1.00
5772,Pellegrino Matarazzo,2023/24,36,14,7,15,70:68,49,1.36
5773,Andreas Zachhuber,1998/99,14,6,3,5,22:19,21,1.50
5774,Andreas Zachhuber,1999/00,39,12,14,13,57:65,50,1.28
5775,Andreas Zachhuber,2000/01,4,1,0,3,2:10,3,0.75
5776,Andreas Zachhuber,2001/02,2,1,0,1,2:2,3,1.50
5777,Andreas Zachhuber,2002/03,28,20,5,3,68:20,65,2.32
5778,Andreas Zachhuber,2007/08,28,18,4,6,60:33,58,2.07
5779,Andreas Zachhuber,2008/09,27,13,9,5,61:42,48,1.78
5780,Andreas Zachhuber,2009/10,23,7,3,13,23:33,24,1.04
5781,Ole Werner,2014/15,16,12,1,3,40:17,37,2.31
5782,Ole Werner,2015/16,34,20,8,6,76:31,68,2.00
5783,Ole Werner,2016/17,34,21,7,6,73:33,70,2.06
5784,Ole Werner,2017/18,33,20,8,5,77:29,68,2.06
5785,Ole Werner,2018/19,34,12,9,13,51:51,45,1.32
5786,Ole Werner,2019/20,38,16,9,13,78:74,57,1.50
5787,Ole Werner,2020/21,41,23,8,10,85:60,77,1.88
5788,Ole Werner,2021/22,27,15,6,6,55:39,51,1.89
5789,Ole Werner,2022/23,36,11,6,19,59:72,39,1.08
5790,Ole Werner,2023/24,35,11,9,15,50:57,42,1.20
5791,Markus Gisdol,2007/08,14,6,4,4,15:11,22,1.57
5792,Markus Gisdol,2008/09,34,13,14,7,55:35,53,1.56
5793,Markus Gisdol,2009/10,34,23,8,3,73:24,77,2.26
5794,Markus Gisdol,2010/11,22,9,5,8,43:27,32,1.45
5795,Markus Gisdol,2012/13,9,5,2,2,17:17,17,1.89
5796,Markus Gisdol,2013/14,38,14,11,13,89:74,53,1.39
5797,Markus Gisdol,2014/15,38,15,8,15,67:59,53,1.39
5798,Markus Gisdol,2015/16,11,1,3,7,12:21,6,0.55
5799,Markus Gisdol,2016/17,32,12,7,13,38:53,43,1.34
5800,Markus Gisdol,2017/18,20,4,3,13,16:31,15,0.75
5801,Markus Gisdol,2019/20,23,8,5,10,41:46,29,1.26
5802,Markus Gisdol,2020/21,31,7,8,16,39:56,29,0.94
5803,Markus Gisdol,2021/22,12,3,3,6,12:17,12,1.00
5804,Markus Gisdol,2023/24,33,13,9,11,43:39,48,1.45
5805,Holger Fach,2001/02,34,17,3,14,61:43,54,1.59
5806,Holger Fach,2002/03,32,19,6,7,65:22,63,1.97
5807,Holger Fach,2003/04,38,18,8,12,63:52,62,1.63
5808,Holger Fach,2004/05,11,2,3,6,19:24,9,0.82
5809,Holger Fach,2005/06,25,8,8,9,34:43,32,1.28
5810,Holger Fach,2006/07,17,7,2,8,18:23,23,1.35
5811,Holger Fach,2007/08,26,3,10,13,19:36,19,0.73
5812,Holger Fach,2008/09,29,9,8,12,36:39,35,1.21
5813,Holger Fach,2009/10,37,19,8,10,48:28,65,1.76
5814,Holger Fach,2010/11,34,17,7,10,55:43,58,1.71
5815,Ernst Middendorp,1992/93,20,5,6,9,23:26,21,1.05
5816,Ernst Middendorp,1993/94,30,10,8,12,45:44,38,1.27
5817,Ernst Middendorp,1994/95,30,18,9,3,60:27,63,2.10
5818,Ernst Middendorp,1995/96,36,17,9,10,57:47,60,1.67
5819,Ernst Middendorp,1996/97,36,12,7,17,49:56,43,1.19
5820,Ernst Middendorp,1997/98,37,10,8,19,56:65,38,1.03
5821,Ernst Middendorp,1998/99,15,5,3,7,13:28,18,1.20
5822,Ernst Middendorp,1999/00,11,4,2,5,25:27,14,1.27
5823,Ernst Middendorp,2002/03,36,17,8,11,55:39,59,1.64
5824,Ernst Middendorp,2003/04,11,5,0,6,20:14,15,1.36
5825,Ernst Middendorp,2006/07,31,14,8,9,46:36,50,1.61
5826,Ernst Middendorp,2007/08,18,6,3,9,21:39,21,1.17
5827,Ernst Middendorp,2008/09,6,2,0,4,8:13,6,1.00
5828,Ernst Middendorp,2009/10,20,8,4,8,24:25,28,1.40
5829,Ernst Middendorp,2010/11,30,9,7,14,35:49,34,1.13
5830,Ernst Middendorp,2011/12,22,5,6,11,17:31,21,0.95
5831,Ernst Middendorp,2012/13,32,10,12,10,35:36,42,1.31
5832,Ernst Middendorp,2013/14,31,11,12,8,32:29,45,1.45
5833,Ernst Middendorp,2014/15,24,4,8,12,22:32,20,0.83
5834,Ernst Middendorp,2015/16,30,11,9,10,42:44,42,1.40
5835,Ernst Middendorp,2016/17,11,2,4,5,11:16,10,0.91
5836,Ernst Middendorp,2018/19,25,11,6,8,35:24,39,1.56
5837,Ernst Middendorp,2019/20,35,20,6,9,66:42,66,1.89
5838,Ernst Middendorp,2020/21,28,8,9,11,28:33,33,1.18
5839,Ernst Middendorp,2021/22,31,7,10,14,22:34,31,1.00
5840,Ernst Middendorp,2022/23,24,8,4,12,24:37,28,1.17
5841,Ernst Middendorp,2023/24,24,7,5,12,17:25,26,1.08
5842,Hannes Bongartz,1992/93,35,10,8,17,46:69,38,1.09
5843,Hannes Bongartz,1993/94,26,5,10,11,33:46,25,0.96
5844,Hannes Bongartz,1994/95,23,6,6,11,24:37,24,1.04
5845,Hannes Bongartz,1995/96,30,12,11,7,45:30,47,1.57
5846,Hannes Bongartz,1996/97,16,7,4,5,30:24,25,1.56
5847,Hannes Bongartz,1997/98,18,4,6,8,31:38,18,1.00
5848,Hannes Bongartz,1998/99,29,7,6,16,30:42,27,0.93
5849,Hannes Bongartz,1999/00,39,18,10,11,73:51,64,1.64
5850,Hannes Bongartz,2000/01,36,12,12,12,65:66,48,1.33
5851,Hannes Bongartz,2001/02,34,17,7,10,64:51,58,1.71
5852,Hannes Bongartz,2002/03,34,16,8,10,66:49,56,1.65
5853,Hannes Bongartz,2003/04,34,11,7,16,51:60,40,1.18
5854,Hannes Bongartz,2005/06,14,3,2,9,13:26,11,0.79
5855,Thomas Letsch,2001/02,34,12,10,12,56:56,46,1.35
5856,Thomas Letsch,2007/08,16,4,5,7,19:25,17,1.06
5857,Thomas Letsch,2008/09,34,25,6,3,82:19,81,2.38
5858,Thomas Letsch,2013/14,7,5,0,2,20:9,15,2.14
5859,Thomas Letsch,2014/15,22,16,4,2,67:17,52,2.36
5860,Thomas Letsch,2015/16,43,20,7,16,77:57,67,1.56
5861,Thomas Letsch,2016/17,36,17,9,10,58:49,60,1.67
5862,Thomas Letsch,2017/18,15,5,1,9,18:24,16,1.07
5863,Thomas Letsch,2018/19,25,12,3,10,39:30,39,1.56
5864,Thomas Letsch,2020/21,39,22,7,10,60:41,73,1.87
5865,Thomas Letsch,2021/22,55,25,10,20,78:87,85,1.55
5866,Thomas Letsch,2022/23,36,12,6,18,44:71,42,1.17
5867,Thomas Letsch,2023/24,29,5,11,13,36:64,26,0.90
5868,Thomas von Heesen,1998/99,33,20,7,6,61:29,67,2.03
5869,Thomas von Heesen,2000/01,19,8,4,7,24:29,28,1.47
5870,Thomas von Heesen,2001/02,6,1,1,4,5:11,4,0.67
5871,Thomas von Heesen,2003/04,2,1,1,0,3:2,4,2.00
5872,Thomas von Heesen,2005/06,39,14,7,18,43:51,49,1.26
5873,Thomas von Heesen,2006/07,21,5,8,8,27:27,23,1.10
5874,Thomas von Heesen,2007/08,17,3,7,7,15:23,16,0.94
5875,Thomas von Heesen,2008/09,33,18,6,9,72:44,60,1.82
5876,Thomas von Heesen,2009/10,19,11,5,3,28:13,38,2.00
5877,Thomas von Heesen,2011/12,20,3,5,12,8:27,14,0.70
5878,Thomas von Heesen,2012/13,18,3,7,8,24:39,16,0.89
5879,Thomas von Heesen,2015/16,12,3,2,7,13:19,11,0.92
5880,André Breitenreiter,2010/11,18,7,3,8,24:27,24,1.33
5881,André Breitenreiter,2011/12,34,14,9,11,54:46,51,1.50
5882,André Breitenreiter,2012/13,34,21,6,7,74:33,69,2.03
5883,André Breitenreiter,2013/14,36,19,8,9,67:52,65,1.81
5884,André Breitenreiter,2014/15,35,7,10,18,32:67,31,0.89
5885,André Breitenreiter,2015/16,44,20,10,14,71:57,70,1.59
5886,André Breitenreiter,2016/17,9,6,3,0,11:3,21,2.33
5887,André Breitenreiter,2017/18,36,11,9,16,50:57,42,1.17
5888,André Breitenreiter,2018/19,21,3,5,13,24:43,14,0.67
5889,André Breitenreiter,2021/22,39,25,7,7,101:59,82,2.10
5890,André Breitenreiter,2022/23,22,7,4,11,36:40,25,1.14
5891,André Breitenreiter,2023/24,14,2,6,6,11:24,12,0.86
5892,Friedhelm Funkel,1992/93,42,14,10,18,48:67,52,1.24
5893,Friedhelm Funkel,1993/94,44,21,11,12,58:40,74,1.68
5894,Friedhelm Funkel,1994/95,36,8,11,17,41:54,35,0.97
5895,Friedhelm Funkel,1995/96,40,8,11,21,43:68,35,0.88
5896,Friedhelm Funkel,1996/97,37,14,9,14,54:57,51,1.38
5897,Friedhelm Funkel,1997/98,47,19,14,14,68:62,71,1.51
5898,Friedhelm Funkel,1998/99,40,15,11,14,56:59,56,1.40
5899,Friedhelm Funkel,1999/00,32,5,10,17,38:61,25,0.78
5900,Friedhelm Funkel,2000/01,29,10,6,13,31:39,36,1.24
5901,Friedhelm Funkel,2001/02,29,7,7,15,30:48,28,0.97
5902,Friedhelm Funkel,2002/03,38,21,11,6,73:55,74,1.95
5903,Friedhelm Funkel,2003/04,12,4,1,7,16:20,13,1.08
5904,Friedhelm Funkel,2004/05,37,21,4,12,70:43,67,1.81
5905,Friedhelm Funkel,2005/06,40,14,9,17,59:56,51,1.28
5906,Friedhelm Funkel,2006/07,45,14,17,14,66:71,59,1.31
5907,Friedhelm Funkel,2007/08,36,13,10,13,48:53,49,1.36
5908,Friedhelm Funkel,2008/09,36,9,9,18,43:62,36,1.00
5909,Friedhelm Funkel,2009/10,33,7,10,16,34:47,31,0.94
5910,Friedhelm Funkel,2010/11,37,20,6,11,50:40,66,1.78
5911,Friedhelm Funkel,2011/12,28,5,9,14,33:47,24,0.86
5912,Friedhelm Funkel,2013/14,24,7,8,9,24:30,29,1.21
5913,Friedhelm Funkel,2015/16,8,3,2,3,11:12,11,1.38
5914,Friedhelm Funkel,2016/17,36,11,12,13,41:45,45,1.25
5915,Friedhelm Funkel,2017/18,36,20,6,10,60:46,66,1.83
5916,Friedhelm Funkel,2018/19,37,15,5,17,60:70,50,1.35
5917,Friedhelm Funkel,2019/20,21,6,3,12,23:42,21,1.00
5918,Friedhelm Funkel,2020/21,8,4,1,3,12:12,13,1.63
5919,Friedhelm Funkel,2023/24,15,6,3,6,27:22,21,1.40
5920,Ulrich Maslo,1992/93,26,10,8,8,39:33,38,1.46
5921,Ulrich Maslo,1994/95,38,18,14,6,71:43,68,1.79
5922,Ulrich Maslo,1995/96,35,9,11,15,44:53,38,1.09
5923,Ulrich Maslo,1996/97,31,10,6,15,42:56,36,1.16
